survey_timestamp,participant_class,college ,department,Gender,race,computer_user_type,pc/laptop,purchase_year,screen_size,screen_size_other,warranty,webcam,computer_rating,computer_model,computer_ownership,os,os_version,processor,memory,harddisk,data_sizein_computer,data_backup,backup_method,external_backup_disk_brand,cloud_brand,backup_freq,automatic_backup,loss_of_data,have-secondary_computer,secondary_primary_sync,have_smartphone,smartphone_brand,smartphone_model,have_smartwatch,smartwatch_brand,smartwatch_model,confidence_level_on_sw_installation,internet_speed,internet_connection_reliability,Completion_status
[not completed],Freshman,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2016,13'',,No,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Other,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 13:03,Doctoral Student (PhD),,Chemistry,Male,White,Standard User [document writing/email/web],Laptop,2019,14'',,1 year,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,> 32 GB,256 GB,100 GB - 500 GB,Yes,External backup disk,,,Monthly,No,No,Yes,No,Yes,iPhone,iPhone 7,No,,,Moderately confident,300 - 500 Mbps,Good,Complete
6/22/2020 13:01,Sophomore,,Computer Science,Female,African American,Standard User [document writing/email/web],Laptop,2015,13'',,No,Built-in to my computer,Average,Apple Macbook Pro,Own,Mac OS,Mojave,Intel Core i5,4 GB,512 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,No,,,Somewhat confident,100 - 300 Mbps,Average,Complete
6/22/2020 13:03,Sophomore,,Biology and Biochemistry,Female,Hispanic,Standard User [document writing/email/web],Laptop,2018,14'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 8,Intel Core i7,4 GB,128 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 8,No,,,Somewhat confident,100 - 300 Mbps,Average,Complete
6/22/2020 13:03,Senior,,Computer Science,Male,Other,Power User [... plus programming/analytics],Desktop,2017,17'',,3 year,External,Excellent,Other,Own,Windows OS,Windows 10 Pro,AMD Ryzen,16 GB,1 TB,500 GB - 1 TB,Yes,External backup disk,Seagate,,Weekly,Yes,No,Yes,Yes,Yes,iPhone,iPhone 11,No,,,Moderately confident,< 100 Mbps,Average,Complete
6/22/2020 13:06,Senior,,Computer Science,Male,Asian American,Power User [... plus programming/analytics],Laptop,2017,13'',,No,Built-in to my computer,Fair,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,Yes,Both,Samsung,Google Drive,Monthly,No,Yes,Yes,Yes,Yes,Samsung,Samsung Galaxy S10+,No,,,Very confident,> 500 Mbps,Excellent,Complete
6/22/2020 13:05,Senior,,Earth and Atmospheric Sciences,Female,Asian American,Standard User [document writing/email/web],Laptop,2017,15'',,No,No,Fair,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,No,,,,,,No,Yes,Yes,Yes,iPhone,iPhone 7,No,,,Somewhat confident,< 100 Mbps,Poor,Complete
[not completed],Senior,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2018,15'',,No,Built-in to my computer,Excellent,Apple Macbook Pro,Own,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 13:07,Senior,,Biology and Biochemistry,Male,Asian American,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i5,8 GB,128 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 11,No,,,Very confident,100 - 300 Mbps,Good,Complete
6/22/2020 13:07,Masters Student (MS),,Mathematics,Male,White,Power User [... plus programming/analytics],Desktop,2018,Other,"24""",No,No,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,16 GB,> 1 TB,> 1 TB,No,,,,,,No,No,,Yes,iPhone,iPhone 7,No,,,Very confident,100 - 300 Mbps,Good,Complete
6/22/2020 13:06,Senior,,Biology and Biochemistry,Male,African American,Standard User [document writing/email/web],Laptop,2017,14'',,No,Built-in to my computer,Good,Microsoft Surface,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,128 GB,< 100 GB,No,,,,,,No,No,,Yes,Samsung,Samsung Galaxy S8+,No,,,Somewhat confident,100 - 300 Mbps,Average,Complete
[not completed],Senior,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 13:16,Senior,,Computer Science,Male,Asian American,Power User [... plus programming/analytics],Laptop,2017,15'',,No,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Education,Intel Core i7,16 GB,> 1 TB,> 1 TB,Yes,Both,WD,Google Drive,Other,No,No,Yes,No,Yes,Other,Other,No,,,Very confident,< 100 Mbps,Good,Complete
6/22/2020 13:43,Freshman,,Biology and Biochemistry,Female,Other,Standard User [document writing/email/web],Laptop,2018,13'',,No,Built-in to my computer,Good,Dell Inspiron 7000,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,256 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone 11,No,,,Moderately confident,300 - 500 Mbps,Excellent,Complete
6/22/2020 13:14,Doctoral Student (PhD),,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2017,15'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,32 GB,512 GB,100 GB - 500 GB,No,,,,,,Yes,No,,Yes,Samsung,Samsung Galaxy,No,,,Neutral,< 100 Mbps,Fair,Complete
6/22/2020 13:19,Senior,,Biology and Biochemistry,Female,International (visa holders),Standard User [document writing/email/web],Laptop,2016,13'',,1 year,Built-in to my computer,Poor,Apple Macbook Air,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,128 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone 11,No,,,Not confident,100 - 300 Mbps,Excellent,Complete
6/22/2020 13:17,Junior,,Computer Science,Male,White,Power User [... plus programming/analytics],Desktop,2018,15'',,Other,External,Excellent,Other,Own,Linux,Other,AMD Ryzen,16 GB,> 1 TB,> 1 TB,No,,,,,,No,Yes,No,No,,,No,,,Very confident,< 100 Mbps,Fair,Complete
6/22/2020 13:21,Sophomore,,Biology and Biochemistry,Female,Other,Standard User [document writing/email/web],Laptop,2019,13'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i7,8 GB,512 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 11,Yes,Apple Watch,Apple Watch 4,Somewhat confident,< 100 Mbps,Average,Complete
6/22/2020 13:18,Senior,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Tablet,2020,13'',,No,Built-in to my computer,Good,Other,Own,Chrome OS,Other,Other,> 32 GB,512 GB,< 100 GB,No,,,,,,Yes,Yes,No,Yes,iPhone,iPhone 8,Yes,Apple Watch,Apple Watch 3,Not confident,300 - 500 Mbps,Good,Complete
6/22/2020 13:19,Doctoral Student (PhD),,Biology and Biochemistry,Male,White,Standard User [document writing/email/web],Laptop,2019,15'',,3 year,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Pro,Intel Core i5,16 GB,256 GB,< 100 GB,Yes,Cloud,,Google Drive,Daily,Yes,No,No,,Yes,Other,Other,Yes,Samsung,Samsung Galaxy Watch,Neutral,100 - 300 Mbps,Good,Complete
6/22/2020 13:27,Senior,,Biology and Biochemistry,Female,Hispanic,Standard User [document writing/email/web],Laptop,2017,15'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Pro,Other,8 GB,1 TB,100 GB - 500 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone 6S,No,,,Somewhat confident,< 100 Mbps,Average,Complete
6/22/2020 13:22,Freshman,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2020,13'',,1 year,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,16 GB,512 GB,< 100 GB,Yes,Cloud,,Apple iCloud,Weekly,No,No,Yes,Yes,Yes,iPhone,iPhone X Series,No,,,Moderately confident,< 100 Mbps,Good,Complete
[not completed],Senior,,Computer Science,Female,Hispanic,Power User [... plus programming/analytics],Laptop,2018,13'',,No,Built-in to my computer,Good,Microsoft Surface,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,,Biology and Biochemistry,Female,Hispanic,Standard User [document writing/email/web],Laptop,2018,13'',,No,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Other,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Post-Baccalaureate (second degree),,Earth and Atmospheric Sciences,Male,White,Standard User [document writing/email/web],Laptop,2010,15'',,No,Built-in to my computer,Poor,Apple Macbook Pro,Own,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 13:26,Freshman,,Biology and Biochemistry,Female,Prefer Not to Say,Standard User [document writing/email/web],Laptop,2019,17'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Home,Other,> 32 GB,1 TB,< 100 GB,No,,,,,,No,No,,Yes,Other,Other,No,,,Not confident,100 - 300 Mbps,Fair,Complete
6/22/2020 13:29,Sophomore,,Biology and Biochemistry,Female,Prefer Not to Say,Standard User [document writing/email/web],Laptop,2020,15'',,1 year,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,128 GB,< 100 GB,Yes,External backup disk,Other,,Other,No,No,Yes,No,Yes,iPhone,iPhone 6,No,,,Moderately confident,100 - 300 Mbps,Good,Complete
[not completed],Freshman,,Biology and Biochemistry,Male,Asian American,Standard User [document writing/email/web],Laptop,2017,15'',,No,Built-in to my computer,Fair,Other,Own,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 13:31,Junior,,Physics,Male,Hispanic,Standard User [document writing/email/web],Desktop,2020,Other,"27""",No,No,Good,Other,Own,"Windows OS, Linux",Windows 10 Home,AMD Ryzen,16 GB,> 1 TB,500 GB - 1 TB,Yes,External backup disk,Other,,Monthly,No,No,Yes,Yes,Yes,iPhone,iPhone X Series,No,,,Very confident,< 100 Mbps,Good,Complete
6/22/2020 13:27,Junior,,Computer Science,Transgender,Asian American,Power User [... plus programming/analytics],Desktop,2020,Other,"24"" and 27""",No,No,Good,Other,Own,Windows OS,Windows 10 Pro,AMD Ryzen,16 GB,> 1 TB,500 GB - 1 TB,Yes,External backup disk,Seagate,,Monthly,No,No,Yes,No,Yes,iPhone,iPhone X Series,No,,,Moderately confident,300 - 500 Mbps,Average,Complete
6/22/2020 13:26,Freshman,,Biology and Biochemistry,Female,White,Standard User [document writing/email/web],Laptop,2019,15'',,No,No,Average,Apple Macbook Air,Own,Mac OS,Mac OS,Intel Core i5,8 GB,128 GB,100 GB - 500 GB,Yes,External backup disk,Other,,Monthly,No,Yes,No,,Yes,iPhone,iPhone 8,Yes,Apple Watch,Apple Watch 3,Somewhat confident,< 100 Mbps,Fair,Complete
[not completed],Freshman,,Biology and Biochemistry,Female,White,Standard User [document writing/email/web],Laptop,2018,15'',,1 year,Built-in to my computer,Good,Apple Macbook Pro,Own,Chrome OS,Windows 10 Pro,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 13:31,Doctoral Student (PhD),,Biology and Biochemistry,Female,White,Power User [... plus programming/analytics],Laptop,2020,15'',,1 year,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Pro,Intel Core i7,32 GB,> 1 TB,< 100 GB,Yes,Both,Seagate,Microsoft OneDrive,Daily,Yes,No,Yes,No,Yes,Google,Google Pixel 4,No,,,Very confident,> 500 Mbps,Good,Complete
6/22/2020 13:32,Freshman,,Biology and Biochemistry,Male,Asian American,Standard User [document writing/email/web],Laptop,2020,15'',,2 year,Built-in to my computer,Excellent,Dell Inspiron 3000,Own,Windows OS,Windows 10 Home,Intel Core i5,4 GB,128 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,Other,Other,No,,,Moderately confident,100 - 300 Mbps,Good,Complete
[not completed],Sophomore,,Biology and Biochemistry,Female,Prefer Not to Say,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Average,Apple Macbook Air,Own,Mac OS,Catalina,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Senior,,Earth and Atmospheric Sciences,Female,White,Standard User [document writing/email/web],Laptop,2012,14'',,No,Built-in to my computer,Average,Microsoft Surface,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 13:29,Junior,,Mathematics,Male,White,Standard User [document writing/email/web],Desktop,2018,13'',,No,Built-in to my computer,Good,Microsoft Surface,Own,Windows OS,Windows 10 Pro,Intel Core i7,32 GB,256 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone X Series,No,,,Somewhat confident,100 - 300 Mbps,Good,Complete
6/22/2020 13:30,Freshman,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2013,Other,"11""",No,Built-in to my computer,Average,Apple Macbook Air,Own,Mac OS,High Sierra,Intel Core i5,8 GB,128 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 11,No,,,Neutral,300 - 500 Mbps,Average,Complete
6/22/2020 13:31,Doctoral Student (PhD),,Computer Science,Male,Hispanic,Power User [... plus programming/analytics],Desktop,2020,Other,34,No,External,Excellent,Other,Own,Windows OS,Windows 10 Home,AMD Ryzen,> 32 GB,> 1 TB,< 100 GB,Yes,Both,Seagate,Microsoft OneDrive,Other,No,No,Yes,Yes,Yes,Other,Other,Yes,Other,Other,Very confident,< 100 Mbps,Good,Complete
6/22/2020 13:32,Sophomore,,Physics,Female,Other,Power User [... plus programming/analytics],Laptop,2019,15'',,1 year,Built-in to my computer,Average,Dell Inspiron 5000,Own,Windows OS,Windows 10 Pro,Intel Core i7,32 GB,512 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Other,Yes,No,No,,Yes,iPhone,iPhone 8,No,,,Moderately confident,300 - 500 Mbps,Average,Complete
6/22/2020 13:51,Junior,,Biology and Biochemistry,Female,Hispanic,Standard User [document writing/email/web],Laptop,2016,Other,"11""",No,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,Intel Core i9,4 GB,128 GB,< 100 GB,Yes,Cloud,,Microsoft OneDrive,Weekly,Yes,No,No,,Yes,iPhone,iPhone 8,No,,,Neutral,300 - 500 Mbps,Excellent,Complete
6/22/2020 13:35,Sophomore,,Chemistry,Male,Hispanic,Power User [... plus programming/analytics],Laptop,2019,15'',,1 year,Built-in to my computer,Excellent,Dell Inspiron 7000,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,Other,Other,Yes,Other,Other,Moderately confident,< 100 Mbps,Average,Complete
[not completed],Doctoral Student (PhD),,Biology and Biochemistry,Female,International (visa holders),Power User [... plus programming/analytics],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 13:33,Junior,,Computer Science,Male,White,Power User [... plus programming/analytics],Laptop,2018,15'',,No,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,256 GB,< 100 GB,No,,,,,,No,No,,Yes,Other,Other,No,,,Very confident,< 100 Mbps,Good,Complete
6/22/2020 13:36,Doctoral Student (PhD),,Earth and Atmospheric Sciences,Male,White,Power User [... plus programming/analytics],Laptop,2018,15'',,No,Built-in to my computer,Excellent,Other,Own,Linux,Linux,Intel Core i9,> 32 GB,512 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone SE,No,,,Moderately confident,> 500 Mbps,Excellent,Complete
6/22/2020 13:47,Junior,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2017,15'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,1 TB,100 GB - 500 GB,No,,,,,,No,Yes,No,Yes,Samsung,Samsung Galaxy,No,,,Somewhat confident,< 100 Mbps,Good,Complete
[not completed],Freshman,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2017,13'',,1 year,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Catalina,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Junior,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2018,13'',,No,Built-in to my computer,Excellent,Dell Inspiron 5000,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,Samsung,Samsung Galaxy,No,,,,,,Incomplete
6/22/2020 13:41,Doctoral Student (PhD),,Computer Science,Male,International (visa holders),Power User [... plus programming/analytics],Laptop,2018,13'',,1 year,Built-in to my computer,Good,Apple Macbook Pro,University property,Mac OS,High Sierra,Intel Core i5,8 GB,256 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone X Series,Yes,Other,Other,Neutral,< 100 Mbps,Average,Complete
[not completed],Senior,,Computer Science,Female,Asian American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 13:40,Senior,,Computer Science,Female,Asian American,Power User [... plus programming/analytics],Laptop,2019,13'',,1 year,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,256 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 11,No,,,Moderately confident,300 - 500 Mbps,Excellent,Complete
6/22/2020 13:40,Senior,,Computer Science,Male,White,Power User [... plus programming/analytics],Laptop,2017,15'',,3 year,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,8 GB,1 TB,500 GB - 1 TB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,No,,,Moderately confident,300 - 500 Mbps,Excellent,Complete
6/22/2020 13:47,Masters Student (MS),,Computer Science,Male,International (visa holders),Power User [... plus programming/analytics],Laptop,2019,15'',,1 year,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,AMD Ryzen,8 GB,256 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,Google,Google Pixel 3,No,,,Very confident,< 100 Mbps,Good,Complete
6/22/2020 13:47,Senior,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2016,13'',,No,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,8 GB,256 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone 7,No,,,Moderately confident,100 - 300 Mbps,Excellent,Complete
[not completed],Sophomore,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2015,14'',,No,Built-in to my computer,Average,Apple Macbook Air,Own,Mac OS,Catalina,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Junior,,Biology and Biochemistry,Female,Asian American,Standard User [document writing/email/web],Laptop,2017,15'',,No,Built-in to my computer,Average,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i7,8 GB,512 GB,500 GB - 1 TB,Yes,Both,Samsung,Apple iCloud,Monthly,Yes,No,Yes,No,,,,,,,,,,Incomplete
[not completed],Junior,,Chemistry,Female,African American,Standard User [document writing/email/web],Laptop,2017,15'',,No,Built-in to my computer,Average,Microsoft Surface,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
6/22/2020 13:49,Senior,,Computer Science,Male,Other,Power User [... plus programming/analytics],Laptop,2018,15'',,1 year,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,> 1 TB,> 1 TB,No,,,,,,No,Yes,No,Yes,Google,Google Pixel 3,No,,,Very confident,< 100 Mbps,Good,Complete
6/22/2020 13:53,Doctoral Student (PhD),,Physics,Male,White,Power User [... plus programming/analytics],Desktop,2013,Other,"dual-23"" moniters",No,No,Excellent,Other,University property,Linux,Linux,Other,16 GB,> 1 TB,500 GB - 1 TB,Yes,External backup disk,WD,,Monthly,No,No,Yes,No,Yes,Google,Other,No,,,Moderately confident,300 - 500 Mbps,Excellent,Complete
6/22/2020 13:58,Freshman,,Biology and Biochemistry,Female,Multiracial,Standard User [document writing/email/web],Laptop,2019,Other,"12""",No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,AMD Ryzen,> 32 GB,512 GB,< 100 GB,No,,,,,,No,Yes,Yes,Yes,iPhone,iPhone 6S,No,,,Neutral,> 500 Mbps,Average,Complete
6/22/2020 13:55,Junior,,Physics,Female,Prefer Not to Say,Standard User [document writing/email/web],Laptop,2017,14'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Pro,Intel Core i5,8 GB,128 GB,< 100 GB,Yes,Cloud,,Google Drive,Weekly,No,No,Yes,No,Yes,iPhone,iphone SE,No,,,Moderately confident,< 100 Mbps,Poor,Complete
6/22/2020 13:48,Junior,,Mathematics,Male,Asian American,Standard User [document writing/email/web],Tablet,2018,14'',,No,External,Good,Microsoft Surface,Own,Windows OS,Windows 10 Pro,Intel Core i7,8 GB,128 GB,100 GB - 500 GB,No,,,,,,No,Yes,Yes,Yes,iPhone,iPhone 7,No,,,Neutral,100 - 300 Mbps,Good,Complete
6/22/2020 13:50,Freshman,,Biology and Biochemistry,Female,Hispanic,Standard User [document writing/email/web],Laptop,2013,14'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Chrome OS,High Sierra,Intel Core i5,16 GB,128 GB,100 GB - 500 GB,Yes,Cloud,,Apple iCloud,Other,Yes,No,No,,Yes,iPhone,iPhone 7,Yes,Apple Watch,Apple Watch 3,Neutral,100 - 300 Mbps,Average,Complete
6/22/2020 13:53,Sophomore,,Mathematics,Female,Hispanic,Power User [... plus programming/analytics],Laptop,2018,13'',,No,No,Fair,Microsoft Surface,Own,Windows OS,Windows 10 Pro,Intel Core i7,32 GB,256 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,No,,,Not confident,100 - 300 Mbps,Poor,Complete
[not completed],Sophomore,,Mathematics,Female,Hispanic,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Catalina,,,,,,,,,,,,,,,,,,,,,,,Incomplete
